id,name,price,category,type,size,available
c074add6-eff1-4623-a713-e582db987f49,барбарис,250,Разливное без-алк,,0.5л,False
c074add6-eff1-4623-a713-e582db987f49,барбарис,150,Разливное без-алк,,0.33л,False
c074add6-eff1-4623-a713-e582db987f49,барбарис,360,Разливное без-алк,,1л,False
3ab21ddd-354b-4e2f-bd06-a6f58e343c4f,Тархун,250,Разливное без-алк,,0.5л,False
3ab21ddd-354b-4e2f-bd06-a6f58e343c4f,Тархун,150,Разливное без-алк,,0.33л,False
3ab21ddd-354b-4e2f-bd06-a6f58e343c4f,Тархун,360,Разливное без-алк,,1л,False
69a6c13f-982f-40f3-ae9b-69316bf920c6,Квас,150,Разливное без-алк,,0.33л,True
69a6c13f-982f-40f3-ae9b-69316bf920c6,Квас,250,Разливное без-алк,,0.5л,True
69a6c13f-982f-40f3-ae9b-69316bf920c6,Квас,360,Разливное без-алк,,1л,True
9437c6bd-3b24-484a-b69b-385798056e67,"Айингер Столетнее / Ayinger Jahrhundert Bier (0,5 л.)",360,Пиво бутылочное,Германия,,True
b48f7528-2d96-4644-88c2-74fbc007bccd,"Айингер Урвайссе / Ayinger Urweisse (0,5 л.)",360,Пиво бутылочное,Германия,,True
b29feccd-2fe1-433f-9ca3-5e52c7558859,"Брюгге Зот / Brugse Zot  (0,33 л.)",360,Пиво бутылочное,Бельгия,,True
9132fcd7-c935-4579-9506-0ee555c92549,"Брюгге Зот Дубль / Brugse Zot Dubbel (0,33 л.)",370,Пиво бутылочное,Бельгия,,True
be9d647b-1fd9-4355-9b4b-dfc56a312f2e,"Бун Крик Бун / Boon Kriek Boon (0,25 л.)",250,Пиво бутылочное,Бельгия,,True
b946d3f6-f123-414b-bd50-5cf5bd5122a3,"Бун Крик Бун / Boon Kriek Boon (0,375 л.)",600,Пиво бутылочное,Бельгия,,True
fef2b5a0-66aa-47e0-9460-0ff38f957f89,"Бун Оуд Гёз / Boon Oude Geuze (0,25 л.)",360,Пиво бутылочное,Бельгия,,True
1033c843-e6cb-4310-975d-8ab5513883b5,"Вестмалле Траппист Дюбель / Westmalle Trappist Dubbel (0,33 л.)",330,Пиво бутылочное,Бельгия,,True
2a08421b-891d-4430-a79d-040ceea1e165,"Вестмалле Траппист Трипель /  Westmalle Trappist Tripel (0,33 л.)",450,Пиво бутылочное,Бельгия,,True
049449fd-e81f-4f57-896e-915872831e41,"Вестмалле Траппист Экстра / Westmalle Trappist Extra (0,33 л.)",290,Пиво бутылочное,Бельгия,,True
8afe506d-7fa3-4822-8c64-434a11a26d20,"Винингер Руперти Пилс / Wieninger Ruperti Pils (0,5 л.)",270,Пиво бутылочное,Германия,,True
8bbebb7c-37bc-48cc-811c-a4706a2f5b9b,"Ла Трапп Дюббель / La Trappe Dubbel (0,33 л.)",340,Пиво бутылочное,Бельгия,,True
83037a69-348e-4981-aa76-3dcb7521b190,"Ла Трапп Квадрупель / La Trappe Quadrupe (0,33 л.)",399,Пиво бутылочное,Бельгия,,True
28e70d55-23df-41c1-8feb-a22ac32fd618,"ЛеФорт Трипл / Vander Ghinste LeFort Tripel (0,33 л.)",360,Пиво бутылочное,Бельгия,,True
6f0615fe-8c46-46d2-81bb-635368e99577,Монгозо Банан / Mongozo Banana (0.33 л.),380,Пиво бутылочное,Бельгия,,True
3d227f6e-5b8b-4d9b-8c22-caca63b012d5,Монгозо Кокос/Mongozo Coconut (0.33 л.),380,Пиво бутылочное,Бельгия,,True
f3ef7c6a-f820-4208-8105-f43540dedd44,Монгозо Манго/Mongozo Mango (0.33 л.),380,Пиво бутылочное,Бельгия,,True
135ce690-2618-4b60-b9b3-305ee0463a6c,"Морт Сюбит Крик Ламбик / Mort Subite Kriek Lambic (0,25 л.)",280,Пиво бутылочное,Бельгия,,True
e1f349a0-87be-45e0-beda-3a8371ab4ef7,"Петрюс Эйджд Ред / Petrus Aged Red (0,33 л.)",370,Пиво бутылочное,Бельгия,,True
299c45d8-2082-4759-a5fc-f1a398b3ff1b,"Салливанс Айриш Голд / Sullivans Irish Gold (0,5 л.)",465,Пиво бутылочное,Ирландия,,True
e111de5a-2c6c-4569-b4df-bdd80bdda037,"Салливанс Блэк Марбл Стаут / Sullivans Black Marble Stout (0,5 л.)",465,Пиво бутылочное,Ирландия,,True
e98ad290-2766-4d01-ab41-f2cb050c1c26,"Салливанс Малтингс Айриш Эль / Sullivans Maltings Irish Ale (0,5 л.)",465,Пиво бутылочное,Ирландия,,True
67026c5a-a771-491d-a28a-1779bbb04d85,"Салливанс Пейл Эль / Sullivans Pale Ale (0,5 л.)",465,Пиво бутылочное,Ирландия,,True
05134229-1022-4305-a8a5-37f8fb467198,"Сейнт Питерс Красный Эль / St Peters Ruby Red Ale (0,5 л.)",390,Пиво бутылочное,Англия,,True
94d4795b-9118-4b20-8594-85eac755bd37,"Сейнт Питерс Крим Стаут / St. Peter's Cream Stout (0,5 л.)",390,Пиво бутылочное,Англия,,True
366b3af1-b2bc-4946-8eb8-c1d4a22d4ce5,"Сейнт Питерс Хани Портер / St. Peter's Honey Porter (0,5 л.)",390,Пиво бутылочное,Англия,,True
9b57a6d4-cc9f-4c55-8d92-590a2e917ce0,"Сидр Алска Малина Земляника & Бузина / Cider Alska Raspberry ж/б (0,33 л.)",240,Пиво бутылочное,Сидр,,True
a5edec88-2940-4dd8-88f1-2611c2402bfa,"Ст. Бернардус Абт 12 / St. Bernardus Abt 12 (0,33 л.)",415,Пиво бутылочное,Бельгия,,True
67cc5bf2-666d-42c5-842e-8c2e3d74f0a5,"Ст. Бернардус Вит / St. Bernardus Wit (0,33 л.)",310,Пиво бутылочное,Бельгия,,True
5cf7d5b1-ec9e-4731-aa97-6985551a2e5d,"Ст. Бернардус Трипель / St. Bernardus Tripel (0,33 л.)",349,Пиво бутылочное,Бельгия,,True
2274e0c3-8393-4e26-97bc-226ff5b722a7,"Трапист Рошфор 10 / Trappistes Rochefort 10 (0,33 л.)",455,Пиво бутылочное,Бельгия,,True
57626154-acf7-4c57-b20a-f32fe3bc2657,"Трапист Рошфор 6 / Trappistes Rochefort 6 (0,33 л.)",299,Пиво бутылочное,Бельгия,,True
1ca57444-a77b-4a42-9856-8a45aa4130da,"Трапист Рошфор 8 / Trappistes Rochefort 8 (0,33 л.)",360,Пиво бутылочное,Бельгия,,True
ff0b86c9-bcfd-4890-929d-21c148744b7c,"Трубадур Блонд / Troubadour Blond (0,33 л.)",490,Пиво бутылочное,Бельгия,,True
4cf9d364-5d5f-47e7-ad01-15e9c105b2e9,"Флорис Клубника / Floris Fraise (0,33 л.)",370,Пиво бутылочное,Бельгия,,True
df020b89-27c0-4138-8ccc-b913cdfd6622,"Флорис Шоколад / Floris Chocolate (0,33 л.)",370,Пиво бутылочное,Бельгия,,True
02b969f5-f7de-4679-a9a0-1f9d3a67c2fb,"Шимэ Блю / Chimay Blue 2018 (0,33 л.)",450,Пиво бутылочное,Бельгия,,True
b395cfc1-8942-4e92-864a-a28b0cb13f6b,"Шимэ Рэд / Chimay Red (0,33 л.)",380,Пиво бутылочное,Бельгия,,True
1dd4219d-168e-4bde-afd1-211d72f8b840,"Шимэ Уайт / Chimay White (0,33 л.) / Chimay Triple (0,33 л.)",399,Пиво бутылочное,Бельгия,,True
50b18eb3-d3e5-452d-b6f8-6316ff3ae368,"Штраффе Хендрик Квадрупель / Straffe Hendrik Quadrupel (0,33 л.)",465,Пиво бутылочное,Бельгия,,True
a8b74944-53e7-4755-b2a2-e15d053e745b,"Штраффе Хендрик Трипл Уайлд/Straffe Hendrik Brugs Tripel Bier Wild (0,33)",499,Пиво бутылочное,Бельгия,,True
165df350-6e73-4532-aa04-4e741d9804e5,"Энгель Бок Хель/ Engel Bock Hell (0,5 л.)",380,Пиво бутылочное,Германия,,True
fcc6e2fb-0d27-4e6b-9c83-80315dc8ec97,"Энгель Голд/ Engel Gold (0,5 л.)",350,Пиво бутылочное,Германия,,True
a86ab305-afe3-41ed-a5b3-12334a3c7c1d,"Энгель Келлербир Хель / Engel Kellerbier Hell (0,5 л.)",360,Пиво бутылочное,Германия,,True
922fc3d1-85c4-4f73-ab68-d54dfe07b64e,"Энгель Премиум Пилс/ Engel Engel Premium Pilsl (0,5 л.)",350,Пиво бутылочное,Германия,,True
96c0dfc9-75a2-4813-9583-e0d9d5fe0827,"О`Хара`с Айриш Лагер / O’Hara’s Irish Lager (0,5 л.)",495,Пиво бутылочное,Ирландия,,True
b1a89db1-762c-4d73-bd78-4b86a48e6acf,"О`Хара`с Айриш Ред Нитро / O'Hara's Irish Red Nitro ж/б (0,44 л.)",380,Пиво бутылочное,Ирландия,,True
5c3529ff-5c8f-492e-9623-c067c74c9643,"О`Хара`с Айриш Ред Эль / O'Hara's Irish Red (0,5 л.)",495,Пиво бутылочное,Ирландия,,True
3eb6f2f5-5b5b-4334-bd57-c57d84a9205a,"О`Хара`с Айриш Стаут / Carlow O'Hara's Irish Stout (0,5 л.)",495,Пиво бутылочное,Ирландия,,True
e7b09eda-0051-4769-bf10-258f1fcf0917,"О`Хара`с Дабл ИПА / O'Hara`s Double IPA (0,5 л.)",570,Пиво бутылочное,Ирландия,,True
93474583-8d25-4512-87b3-3f11d9ad0fe9,"Айингер Лагер Хель / Ayinger Lager Hell (0,5 л.)",360,Пиво бутылочное,Германия,,True
d4f6483a-4181-49ed-a414-48201e2d8e59,"Айингер Бройвайссе / Ayinger Brauweisse (0,5 л.)",360,Пиво бутылочное,Германия,,True
6c846580-edcc-4357-81b6-866c6ed52032,Дюшес,250,Разливное без-алк,,0.5л,False
6c846580-edcc-4357-81b6-866c6ed52032,Дюшес,360,Разливное без-алк,,1л,False
6c846580-edcc-4357-81b6-866c6ed52032,Дюшес,150,Разливное без-алк,,0.33л,False
bef72c0a-40a1-42b9-92f5-c91bdb0d67a4,Штраффе Хендрик,490,Пиво разливное,Эль темный,0.33л,True
bef72c0a-40a1-42b9-92f5-c91bdb0d67a4,Штраффе Хендрик,790,Пиво разливное,Эль темный,0.5л,True
bef72c0a-40a1-42b9-92f5-c91bdb0d67a4,Штраффе Хендрик,1200,Пиво разливное,Эль темный,1л,True
dfcb1165-5351-452d-83af-32b93aec355f,Селтик Марчес,570,Пиво разливное,Сидр,0.5л,True
dfcb1165-5351-452d-83af-32b93aec355f,Селтик Марчес,770,Пиво разливное,Сидр,1л,True
dfcb1165-5351-452d-83af-32b93aec355f,Селтик Марчес,370,Пиво разливное,Сидр,0.33л,True
ad856a99-8f98-47da-b491-5efc46f0e5ac,Блэк Шип Стаут,690,Пиво разливное,,1л,True
ad856a99-8f98-47da-b491-5efc46f0e5ac,Блэк Шип Стаут,520,Пиво разливное,,0.5л,True
ad856a99-8f98-47da-b491-5efc46f0e5ac,Блэк Шип Стаут,370,Пиво разливное,,0.33л,True
e99ea22d-5f08-4021-af0a-4b93d8cac60d,Крик бун,790,Пиво разливное,Эль красный,1л,True
e99ea22d-5f08-4021-af0a-4b93d8cac60d,Крик бун,550,Пиво разливное,Эль красный,0.5л,True
e99ea22d-5f08-4021-af0a-4b93d8cac60d,Крик бун,350,Пиво разливное,Эль красный,0.33л,True
06782d5b-f6e8-4197-b966-1660a49a2396,Литовел пилзнер,365,Пиво разливное,Светлое фильтр,0.5л,True
06782d5b-f6e8-4197-b966-1660a49a2396,Литовел пилзнер,230,Пиво разливное,Светлое фильтр,0.33л,True
06782d5b-f6e8-4197-b966-1660a49a2396,Литовел пилзнер,480,Пиво разливное,Светлое фильтр,1л,True
7442ffc4-02c3-48fe-a1c7-cbb8db0026e7,Говядина,230,Закуски,Мясные,,True
7698943b-ff15-489d-b538-208b73cc19c3,Индейка,230,Закуски,Мясные,,True
f7a21753-ddc1-4b98-bac0-420e2f7a7fb2,Колбаски с беконом,230,Закуски,Мясные,,True
b13990fb-333d-4334-911c-d86a959cf49b,Колбаски чили,230,Закуски,Мясные,,True
5d58d243-7281-4929-b171-c6f0a64baa43,Курица,230,Закуски,Мясные,,True
edaf597f-e324-48ee-90d2-034b6f56a94d,Оленина,230,Закуски,Мясные,,True
d8a27a92-78ef-4113-867a-1569065d99fd,Арахис Бекон,200,Закуски,Орехи,,True
ca2e923f-cc40-49ed-8fbf-2b4a8b0c42ce,Арахис Сыр,200,Закуски,Орехи,,True
bbd3a91d-c957-4f0b-9e0f-4dc980bdb67c,Арахис васаби,200,Закуски,Орехи,,True
597fa0c9-4605-4efb-9618-0033bc99ae9e,Фисташки,200,Закуски,Орехи,,True
bc847a2f-af96-4f05-abde-34dd2d03d3b9,Полукольца кальмара,250,Закуски,Рыбные,,True
b9ad08e0-44d3-48a7-9bfa-eb6d4b4488fd,Икра воблы,250,Закуски,Рыбные,,True
911995b9-aa04-4a01-91f2-967f87980982,Соломка горбуши,250,Закуски,Рыбные,,True
a9c0fb94-45be-43c9-ac48-ac12c78ac90d,Соломка кеты,250,Закуски,Рыбные,,True
506e951e-d7e7-44fc-8baa-91a9bca476f0,Сыр охотничий,210,Закуски,Сырные,,True
f80d636a-8717-4b99-9456-46c318bc2c6c,Курпфальц Хель,720,Пиво разливное,Светлое фильтр,1л,True
f80d636a-8717-4b99-9456-46c318bc2c6c,Курпфальц Хель,350,Пиво разливное,Светлое фильтр,0.33л,True
f80d636a-8717-4b99-9456-46c318bc2c6c,Курпфальц Хель,500,Пиво разливное,Светлое фильтр,0.5л,True
2345c6e4-ec2e-4f07-88b2-6c8aa2b58084,Курпфальц Бровайс,500,Пиво разливное,Светлое НЕфильтр,0.5л,True
2345c6e4-ec2e-4f07-88b2-6c8aa2b58084,Курпфальц Бровайс,720,Пиво разливное,Светлое НЕфильтр,1л,True
2345c6e4-ec2e-4f07-88b2-6c8aa2b58084,Курпфальц Бровайс,350,Пиво разливное,Светлое НЕфильтр,0.33л,True
8ed633e1-5877-4e9e-a1a7-f1c4ec740ac2,Стинбрюгге браун,495,Пиво разливное,Эль темный,0.5л,True
8ed633e1-5877-4e9e-a1a7-f1c4ec740ac2,Стинбрюгге браун,660,Пиво разливное,Эль темный,1л,True
8ed633e1-5877-4e9e-a1a7-f1c4ec740ac2,Стинбрюгге браун,345,Пиво разливное,Эль темный,0.33л,True
2b25041b-9e6e-4a7f-8bec-67980a825670,Стинбрюгге блонд,345,Пиво разливное,Эль светлый,0.33л,True
2b25041b-9e6e-4a7f-8bec-67980a825670,Стинбрюгге блонд,495,Пиво разливное,Эль светлый,0.5л,True
2b25041b-9e6e-4a7f-8bec-67980a825670,Стинбрюгге блонд,660,Пиво разливное,Эль светлый,1л,True
62d339c9-a533-4787-9dd3-f35a488192c6,Самарское Фон Вакано б/а,250,Б/а пиво в стекле,,,True
0f899860-dff6-4a75-adbd-e48b405f687a,Барб Руби,650,Пиво разливное,Эль красный,0.5л,True
0f899860-dff6-4a75-adbd-e48b405f687a,Барб Руби,390,Пиво разливное,Эль красный,0.33л,True
0f899860-dff6-4a75-adbd-e48b405f687a,Барб Руби,990,Пиво разливное,Эль красный,1л,True
bb636812-3508-4e6a-8de0-4221a7809ac8,"Ла Трапп Трипель / La Trappe Tripel (0,33 л.)",360,Пиво бутылочное,Бельгия,,True
8f72ac49-832d-4116-a91d-be8aa0bc42b5,"Штраффе Хендрик Трипель / Straffe Hendrik Brugs Tripel (0,33)",445,Пиво бутылочное,Бельгия,,True
bd042e5d-2e73-4f3c-8105-cdcc5b2a31af,"Зотлер хефевайцен / Zotler hefeweizen 0,5",340,Пиво бутылочное,Германия,,True
3a254115-99f1-4634-afa3-0a011d2a05c9,"Зотлер Хефевайцен Алкохолфрай Б/а / Zotler hefeweizen Alcoholfray 0,5",350,Б/а пиво в стекле,,,True
22f457ad-6caf-44f6-8a96-25a6dac5d422,"Эггенберг Б/а 0,3",270,Б/а пиво в стекле,,,True
7e8de672-27b5-43b6-ae18-5ebab405f7a0,Генри Вестонс Винтаж,770,Пиво разливное,Сидр,1л,True
7e8de672-27b5-43b6-ae18-5ebab405f7a0,Генри Вестонс Винтаж,370,Пиво разливное,Сидр,0.33л,True
7e8de672-27b5-43b6-ae18-5ebab405f7a0,Генри Вестонс Винтаж,570,Пиво разливное,Сидр,0.5л,True
c5ebdd2d-d7f5-44e7-8aa2-3535fe068f7e,Черновар,270,Пиво разливное,Светлое фильтр,0.33л,True
c5ebdd2d-d7f5-44e7-8aa2-3535fe068f7e,Черновар,390,Пиво разливное,Светлое фильтр,0.5л,True
c5ebdd2d-d7f5-44e7-8aa2-3535fe068f7e,Черновар,530,Пиво разливное,Светлое фильтр,1л,True
8fe6813b-7d97-4d30-a536-4c24174e082c,Бланш де Брюж,790,Пиво разливное,Светлое НЕфильтр,1л,False
8fe6813b-7d97-4d30-a536-4c24174e082c,Бланш де Брюж,590,Пиво разливное,Светлое НЕфильтр,0.5л,False
8fe6813b-7d97-4d30-a536-4c24174e082c,Бланш де Брюж,360,Пиво разливное,Светлое НЕфильтр,0.33л,False
46007e59-1bde-4869-9418-5be57ec339ec,"Курпфальц Брой Хеллес 0,5",350,Пиво бутылочное,Германия,,True
701dfc2c-02df-4934-a8a2-51a75a15f616,"Курпфальц Брой Ур-Вайцен 0,5",350,Пиво бутылочное,Германия,,True
40d05840-42ae-44de-a7e6-9915b7f80c19,"Барбе Руби 0,33",390,Пиво бутылочное,Бельгия,,True
1b5e103c-fd16-401d-bc9c-325688bb9b77,Балык,210,Закуски,Сырные,,True
0c725f9b-c4f2-414a-8521-6c270c6fdd4c,Косичка,210,Закуски,Сырные,,True
5aa8630f-d95a-426c-a6bd-3b69693d2a9d,Кальмар пяточка,250,Закуски,Рыбные,,True
c62b04d4-84c7-4544-baaf-94f26f8d1126,Кальмар со вкусом краба,250,Закуски,Рыбные,,True
f121dc6e-5aa2-4dc8-ba23-fa769fa89950,Юкола горбуши,250,Закуски,Рыбные,,True
79c6c13b-577f-476b-bd74-412494466e5f,Лосось,250,Закуски,Рыбные,,True
